ID,Name,Concepticon_ID,Concepticon_Gloss
3621_stet,stet,,
3622_straffen,straffen,,
3623_stroh,Stroh,2299,STRAW
3624_streuenausbreiten,"streuen, ausbreiten",38,SPREAD OUT
3625_abstreifen,abstreifen,,
3626_streifen,streifen,,
3627_scheiterhaufenzurleichenfeier,Scheiterhaufen zur Leichenfeier,,
3628_streichen,streichen,3122,PAINT (SOMETHING)
3629_nesselriemen,"Nessel, Riemen",2973,STRAP
3631_staub,Staub,2,DUST
3632_stechenstoen,"stechen, stoßen",571,STING
3633_sto,Stoß,,
3634_stichsto,"Stich, Stoß",,
3635_standplatz,Standplatz,,
3636_zeitraumzeit,"Zeitraum, Zeit",892,TIME
3637_jungerkrieger,junger Krieger,,
3638_stutze,Stütze,2994,SUPPORT (OF OBJECT)
3639_anbinden,anbinden,2891,TIE UP (TETHER)
3640_sonnesrune,"Sonne, sRune",1343,SUN
3641_sohlesandale,"Sohle, Sandale",2666,SOLE (FOOT)
3642_grunden,gründen,,
3643_einstehemalszumteil,"einst, ehemals,, zum Teil",2914,ONCE (IN THE PAST)
3644_irgendeineingewisserjemandeineinige,"irgendein, ein gewisser, jemand, ein, einige",1241,SOME
3645_sunde,Sünde,2971,SIN
3646_abgesondertbesondersalleinbeiseite,"abgesondert, besonders, allein, beiseite",1964,ALONE
3647_wahrheit,Wahrheit,1638,TRUTH
3648_inwahrheit,in Wahrheit,,
3649_wahrwahrhaft,"wahr, wahrhaft",1657,TRUE
3651_entschuldigen,entschuldigen,,
3652_verteidigung,Verteidigung,,
3653_sonne,Sonne,1343,SUN
3654_alsbaldplotzlichaufeinmalbaldsogleich,"alsbald, plötzlich, auf einmal, bald, sogleich",703,SOON
3655_sogleich,sogleich,1963,IMMEDIATELY
3656_sobaldals,sobald als,,
3657_sudlich,südlich,,
3658_sohn,Sohn,1620,SON
3659_trank,Trank,731,BEVERAGE
3660_saufen,saufen,,
3661_wurzensalzen,"würzen, salzen",,
3662_eingetunkteschnitte,eingetunkte Schnitte,,
3663_einweichen,einweichen,,
3664_magen,Magen,819,STOMACH
3665_krankwerden,krank werden,2327,BECOME SICK
3667_ruhemilde,"Ruhe, Milde",3458,SILENCE
3668_nachgiebigmild,"nachgiebig, mild",,
3670_kitzeln,kitzeln,3647,TICKLE (SOMEBODY)
3672_sodassdaheralso,"so dass, daher, also",,
3673_schwankenmachen,schwanken machen,,
3674_sosoauch,"so, so auch",2336,OF THIS KIND (SUCH)
3675_schwiegervaterschwaher,"Schwiegervater, Schwäher",1055,FATHER-IN-LAW
3676_schwiegermutter,Schwiegermutter,1050,MOTHER-IN-LAW
3677_wischen,wischen,3120,MOP (SOMETHING)
3678_sogrosoviel,"so groß, so viel",,
3679_sobeschaffensolch,"so beschaffen, solch",,
3680_schwellung,Schwellung,,
3682_schwamm,Schwamm,,
3683_schwan,Schwan,2837,SWAN
3684_schworer,Schwörer,,
3685_schworen,schwören,1939,SWEAR
3686_ohnegrundvergebensumsonst,"ohne Grund, vergebens, umsonst",1765,IN VAIN
3688_schwarzetinte,"Schwärze, Tinte",,
3689_schwarzen,schwärzen,,
3690_schwarz,schwarz,163,BLACK
3691_sowiegleichwiewiegegensodass,"sowie, gleichwie, wie, gegen, so dass",1239,HOW
3692_sonun,so nun,,
3693_so,so,2336,OF THIS KIND (SUCH)
3694_wiegegenalsda,"wie, gegen, als, da",1239,HOW
3695_schwabensweben,"Schwaben, Sweben",,
3696_jubelfrohlockenfreude,"Jubel, Frohlocken, Freude",2524,JOY
3697_jubelntriumphierenfrohlocken,"jubeln, triumphieren, frohlocken",,
3698_frohfrohlich,"froh, fröhlich",1495,HAPPY
3699_ablassenaufhoren,"ablassen, aufhören",3351,STOP DOING
3700_aufhorlich,aufhörlich,,
3701_schwein,Schwein,1337,PIG
3702_sau,Sau,,
3703_fegung,Fegung,,
3704_fegensichschwingendbewegen,"fegen, sich schwingend bewegen",230,SWEEP
3705_schweden,Schweden,,
3706_ehrenachten,"ehren, achten",3628,HONOR (SOMEBODY)
3708_ehre,Ehre,,
3709_geehrtgeachtetgewichtig,"geehrt, geachtet, gewichtig",,
3710_eigenangehorig,"eigen, angehörig",,
3711_eigentumvermogen,"Eigentum, Vermögen",,
3712_dochzwarwenigstens,"doch zwar, wenigstens",,
3713_schwefel,Schwefel,3386,SULPHUR
3714_sichschwingen,sich schwingen,,
3715_flote,Flöte,777,FLUTE
3716_flotenspielerflotenblaser,"Flötenspieler, Flötenbläser",,
3717_floteblasenaufspielen,"Flöte blasen, aufspielen",,
3718_reinreinenherzens,"rein, reinen Herzens",1147,PURE
3719_reinheitkeuschheitunschuld,"Reinheit, Keuschheit, Unschuld",,
3720_reinigung,Reinigung,,
3721_reinigungreinheitkeuschheit,"Reinigung, Reinheit, Keuschheit",,
3722_reinigen,reinigen,2235,CLEAN (SOMETHING)
3723_reinunschuldigunstraflichkeusch,"rein, unschuldig, unsträflich, keusch",1147,PURE
3724_offenbaroffenherausdeutlichausdrucklich,"offenbar, offen heraus, deutlich, ausdrücklich",989,CLEAR
3725_bekanntgebenoffenbaren,"bekanntgeben, offenbaren",,
3726_offenkundigoffenbarbekannt,"offenkundig, offenbar, bekannt",3005,FAMILIAR
3728_imsterbenliegensterben,"im Sterben liegen, sterben",1494,DIE
3729_schwimmen,schwimmen,1439,SWIM
3730_starkekraft,"Stärke, Kraft",202,STRENGTH
3731_starken,stärken,,
3732_starkwerden,stark werden,,
3733_starkkraftiggesund,"stark, kräftig, gesund",785,STRONG
3734_schwester,Schwester,1263,SISTER
3735_synagogenvorsteher,Synagogenvorsteher,,
3736_synagoge,Synagoge,,
3737_rauschentonen,"rauschen, tönen",2877,RUSTLE (OF LEAVES)
3739_seufzen,seufzen,,
3740_gerausch,Geräusch,,
3741_demtodenahertodgeweihter,"dem Tode Naher, Todgeweihter",,
3742_aufdentodgerichtettodgeweiht,"auf den Tod gerichtet, todgeweiht",,
3743_tod,Tod,910,DEATH
3744_teich,Teich,,
3745_opferopfertier,"Opfer, Opfertier",1103,SACRIFICE
3746_zottelfetzenflausch,"Zottel, Fetzen, Flausch",,
3747_haar,Haar,1040,HAIR
3748_zahretrane,"Zähre, Träne",1651,TEAR (OF EYE)
3750_zahseinstreiten,"zäh sein, streiten",3302,QUARREL (VERB)
3751_zerreiung,Zerreißung,,
3752_reienzerrenausstreuen,"reißen, zerren, ausstreuen",1735,TEAR (SHRED)
3753_zah,zäh,,
3754_rechte,rechte,,
3755_dierechtedierechtehand,"die Rechte, die rechte Hand",2183,RIGHT HAND
3756_zehn,zehn,1515,TEN
3757_zehnte,zehnte,,
3758_hundertfaltig,hundertfältig,,
3759_hundert,hundert,1634,HUNDRED
3760_zehnreihig,zehnreihig,,
3761_anzeichen,Anzeichen,,
3762_zeichnungdarstellung,"Zeichnung, Darstellung",,
3763_einemetwaszeigen,einem etwas zeigen,,
3764_zeichenwunder,"Zeichen, Wunder",1720,SIGN
3765_korbweidenkorb,"Korb, Weidenkorb",1539,BASKET
3766_zweigrebe,"Zweig, Rebe",3222,TWIG
3767_zerstorenzerreienauflosen,"zerstören, zerreißen, auflösen",1735,TEAR (SHRED)
3768_waldbewohner,Waldbewohner,,
3769_tetrarchvierfurst,"Tetrarch, Vierfürst",,
3770_magdlein,Mägdlein,,
3771_verwustenwegreien,"verwüsten, wegreißen",,
3772_fugsamgehorsam,"fügsam, gehorsam",,
3773_lehreunterweisung,"Lehre, Unterweisung",,
3774_lehrenziehenunterrichten,"lehren, ziehen, unterrichten",1455,PULL
3775_lehrer,Lehrer,1038,TEACHER
3776_zahmen,zähmen,,
3777_zahm,zahm,2838,TAME
3778_anzundenbrennenmachen,"anzünden, brennen machen",737,LIGHT (IGNITE)
3779_zapfen,Zapfen,,
3780_kennzeichnen,kennzeichnen,,
3781_losbrechenausbrechen,"losbrechen, ausbrechen",3112,ERUPT
3783_raffen,raffen,,
3784_zotte,Zotte,,
3785_ziehungfuhrung,"Ziehung, Führung",,
3787_tunmachenwirken,"tun, machen, wirken",734,MAKE
3788_tater,Täter,,
3789_riss,Riss,,
3790_reien,reißen,1735,TEAR (SHRED)
3791_zerstorung,Zerstörung,,
3792_biszu,"bis, zu",2754,TOWARDS
3793_zig,zig,,
3794_kundigenzeigen,"kündigen, zeigen",1039,SHOW
3795_anruhrenberuhren,"anrühren, berühren",1892,TOUCH
3796_toricht,töricht,,
3797_schaden,schaden,2947,DAMAGE (INJURY)
3799_ziemend,ziemend,,
3800_waldbewohnerwestgoten,"Waldbewohner, Westgoten",,
3801_ordnung,Ordnung,,
3802_teilig,teilig,,
3803_anordnen,anordnen,,
3804_der,der,,
3805_elf,elf,1706,ELEVEN
3806_dreizehn,dreizehn,1708,THIRTEEN
3808_opfer,Opfer,1103,SACRIFICE
3809_zehnzahlzig,"Zehnzahl, ...zig",,
3810_besonnen,besonnen,,
3811_zielrat,Zielrat,,
3812_zielenstreben,"zielen, streben",,
3813_zielstrebigpassendgeschickt,"zielstrebig, passend, geschickt",1824,DEXTEROUS
3814_sichziemengeziemen,"sich ziemen, geziemen",,
3815_bauholz,Bauholz,,
3816_erbauung,Erbauung,,
3817_zimmermann,Zimmermann,1042,CARPENTER
3818_bauenzimmernerbauen,"bauen, zimmern, erbauen",1840,BUILD
3819_baugebaude,"Bau, Gebäude",2949,LAIR
3820_ziehenfuhrenwegfuhren,"ziehen, führen, wegführen",1455,PULL
3821_ruckzug,"Ruck, Zug",900,TRAIN
3822_getanhabendtuendtuer,"getan habend, tuend, Tuer",,
3823_gefahr,Gefahr,1810,DANGER
3824_vertrauenzuversicht,"Vertrauen, Zuversicht",,
3825_trauenzutrauenhaben,"trauen, Zutrauen haben",,
3826_bundnisbundvertrag,"Bündnis, Bund, Vertrag",,
3827_starkfest,"stark, fest",785,STRONG
3828_trauernbetruben,"trauern, betrüben",1955,GRIEVE
3829_bundnisbund,"Bündnis, Bund",,
3830_treulichzuverlassig,"treulich, zuverlässig",,
3831_treuzuverlassig,"treu, zuverlässig",100,FAITHFUL
3832_trauerunlust,"Trauer, Unlust",,
3833_treten,treten,1135,KICK
3834_dreineungeldsiebenundzwanzigfachentgelt,"Dreineungeld, Siebenundzwanzigfachentgelt",,
3835_trippelnhupfenspringen,"trippeln, hüpfen, springen",1829,JUMP
3836_holzprugelbaum,"Holz, Prügel, Baum",906,TREE
3837_holzern,hölzern,,
3838_tretenkeltern,"treten, keltern",1135,KICK
3840_helmbuschel,Helmbüschel,,
3841_zieherfuhrer,"Zieher, Führer",,
3842_gestirn,Gestirn,,
3843_zunge,Zunge,1205,TONGUE
3844_zeltvorhang,"Zelt, Vorhang",1316,TENT
3845_festigkeitsicherheitfundamentgrundfestebefestigung,"Festigkeit, Sicherheit, Fundament, Grundfeste, Befestigung",,
3846_festigenstarkenbefestigen,"festigen, stärken, befestigen",1094,FASTEN
3847_festbestandigstandhaft,"fest, beständig, standhaft",3003,SOLID
3848_zaun,Zaun,1690,FENCE
3849_dornzahn,"Dorn, Zahn",1380,TOOTH
3850_brennen,brennen,1428,BURNING
3851_zahn,Zahn,1380,TOOTH
3852_zer,zer…,,
3853_zweifeln,zweifeln,3536,DOUBT (SOMETHING)
3854_verdachtig,verdächtig,,
3855_zwei,zwei,1498,TWO
3856_zwanzig,zwanzig,1710,TWENTY
3857_zwolfjahrig,zwölfjährig,,
3858_zwolf,zwölf,1707,TWELVE
3859_zweifelnbezweiflung,"Zweifeln, Bezweiflung",3536,DOUBT (SOMETHING)
3860_zweifelninzweifelversetzen,"zweifeln, in Zweifel versetzen",3536,DOUBT (SOMETHING)
3861_zweifel,Zweifel,,
3862_zweifelhaft,zweifelhaft,,
3863_jezwei,je zwei,,
3864_entzwei,entzwei,,
3865_sichtrennenabschiednehmenvon,"sich trennen, Abschied nehmen von",1359,SEPARATE
3866_zwistigkeitzwiespalt,"Zwistigkeit, Zwiespalt",,
3867_ziukriegsgottsiegesgotttrune,"Ziu, Kriegsgott, Siegesgott, tRune",,
3868_wohindorthinwo,"wohin, dorthin wo",2928,WHITHER (WHERE TO)
3869_denkenuberlegen,"denken, überlegen",1415,THINK (REFLECT)
3870_dank,Dank,,
3871_schweigen,Schweigen,48,BE SILENT
3872_schweigen,schweigen,48,BE SILENT
3873_lehmton,"Lehm, Ton",1399,CLAY
3874_dachs,Dachs,3717,BADGER
3875_durch,durch,97,THROUGH
3876_durcharbeiten,durcharbeiten,,
3877_hindurchtragen,hindurchtragen,,
3878_hindurchgehenvorubergehenherumgehendurchstreifen,"hindurchgehen, vorübergehen, herumgehen, durchstreifen",,
3879_deutenaufjemandenubertragenbeziehenauf,"deuten, auf jemanden übertragen, beziehen auf",,
3880_hindurchgehenvorbeigehenweitergehen,"hindurchgehen, vorbeigehen, weitergehen",,
3881_durchschauenimspiegelerblicken,"durchschauen, im Spiegel erblicken",,
3882_durchwachenunterfreiemhimmelubernachtenbiwakieren,"durchwachen, unter freiem Himmel übernachten, biwakieren",,
3883_verbleibenverharren,"verbleiben, verharren",987,REMAIN
3884_lochnadelohr,"Loch, Nadelöhr",1667,HOLE
3885_verdorren,verdorren,,
3886_decken,decken,,
3887_danndaraufwannsolangealsalsda,"dann, darauf, wann, so lange als, als, da",1238,WHEN
3888_dann,dann,2921,THEN
3889_weiternochmehr,"weiter, noch, mehr",1992,MORE
3890_weiternoch,"weiter, noch",2919,STILL (CONTINUING)
3891_wennweilsolangealsda,"wenn, weil, so lange als, da",1937,THERE
3892_wannwieviel,"wann, wieviel",1238,WHEN
3893_streckendehnen,"strecken, dehnen",,
3894_jawohlalsodarum,"ja, wohl, also darum",1268,YES
3895_danndaheralsoabernun,"dann, daher, also, aber, nun",2921,THEN
3896_dortdaselbstda,"dort, daselbst, da",1937,THERE
3897_mangelarmut,"Mangel, Armut",,
3898_darben,darben,,
3899_notigbedurftig,"nötig, bedürftig",,
3900_wo,wo,1237,WHERE
3901_ungewalkt,ungewalkt,,
3902_danunaberdaselbst,"da, nun, aber, daselbst",1937,THERE
3903_daseine,das eine,,
3904_nur,nur,1580,ONLY
3905_dassweilalsob,"dass, weil, als ob",1157,BECAUSE
3906_dahervondadaraufhinfortfurdiezukunft,"daher, von da, darauf, hinfort, für die Zukunft",,
3907_vonwannenwohervonwo,"von wannen, woher, von wo",,
3908_vondadaherdaraufdarnach,"von da, daher, darauf, darnach",,
3909_alsoderdochwohletwawie,"als, oder, doch, wohl, etwa, wie",1239,HOW
3910_oderdoch,"oder, doch",1014,OR
3911_wennauch,wenn auch,,
3913_notighabenbedurfenmangelleiden,"nötig haben, bedürfen, Mangel leiden",2339,NEED (SOMETHING)
3914_enthaltsam,enthaltsam,,
3915_notignutzlichnotwendig,"nötig, nützlich, notwendig",,
3916_bedurfnisnotdurftnot,"Bedürfnis, Notdurft, Not",,
3917_riese,Riese,,
3918_vondornendornen,"von Dornen, dornen",,
3919_dornbusch,Dornbusch,,
3920_dorn,Dorn,124,THORN
3921_bebauteslandackerfeld,"bebautes Land, Acker, Feld",212,FIELD
3922_vergleichen,vergleichen,3429,COMPARE
3924_dursten,dürsten,3474,BE THIRSTY
3925_verdorrenvertrocknen,"verdorren, vertrocknen",,
3926_durst,Durst,,
3927_durstig,durstig,,
3928_durrvertrocknet,"dürr, vertrocknet",,
3929_destoumso,"desto, um so",,
3930_darumdassdeshalbdassalsobalswenn,"darum dass, deshalb dass, als ob, als wenn",,
3931_wasauchimmerdassdamit,"was auch immer, dass, damit",,
3932_gedeihenfortschrittemachen,"gedeihen, Fortschritte machen",,
3933_zeit,Zeit,892,TIME
3934_donner,Donner,1150,THUNDER
3935_dein,dein,732,YOUR (SINGULAR)
3936_dienerschaftknechte,"Dienerschaft, Knechte",,
3937_dieleplankebrett,"Diele, Planke, Brett",1227,BOARD
3939_dickwerden,dick werden,,
3940_meistvorzuglichbesonders,"meist, vorzüglich, besonders",,
3941_wohinauchimmerwohinnurimmer,"wohin auch immer, wohin nur immer",,
3942_woauchimmerwonurimmer,"wo auch immer, wo nur immer",,
3943_werauchimmerwernurimmer,"wer auch immer, wer nur immer",,
3944_diebstahl,Diebstahl,,
3945_diebischheimlich,"diebisch, heimlich",,
3946_verstohlenheimlich,"verstohlen, heimlich",,
3947_volkheiden,"Volk, Heiden",789,PEOPLE
3948_konigsschlosskonigreichpalast,"Königsschloss, Königreich, Palast",,
3949_herrschenkonigsein,"herrschen, König sein",,
3950_konig,König,1508,KING
3951_regierungkonigreichreich,"Regierung, Königreich, Reich",712,RICH
3952_heidnisch,heidnisch,,
3953_tausendschaft,Tausendschaft,,
3955_knechtfuhrertausendfuhrer,"Knechtführer, Tausendführer",,
3956_diebrauber,"Dieb, Räuber",1160,THIEF
3957_oberschenkelhufte,"Oberschenkel, Hüfte",471,UPPER LEG (THIGH)
3958_kniehose,Kniehose,,
3959_knecht,Knecht,812,SLAVE
3960_haussklavedienerknecht,"Haussklave, Diener, Knecht",812,SLAVE
3961_dasgutediegutesachegut,"das Gute, die gute Sache, Gut",1035,GOOD
3962_larmen,lärmen,2895,MAKE NOISE
3963_gute,Güte,,
3964_gutgepriesen,"gut, gepriesen",1035,GOOD
3965_gutesegen,"Güte, Segen",,
3966_segensegnung,"Segen, Segnung",,
3967_segnen,segnen,391,BLESS
3969_guteskundenfrohebotschaftkundenverkundigen,"Gutes künden, frohe Botschaft künden, verkündigen",,
3970_knechtschaftdienstbarkeit,"Knechtschaft, Dienstbarkeit",,
3972_dienstbarmachen,dienstbar machen,,
3973_magd,Magd,,
3974_schreckenerschrecken,"schrecken, erschrecken",252,FRIGHTEN
3976_ermahnentrosten,"ermahnen, trösten",,
3978_zart,zart,,
3979_flucht,Flucht,,
3980_fliehen,fliehen,956,FLEE
3981_trosttrostung,"Trost, Tröstung",,
3982_trostenmahnenermahnen,"trösten, mahnen, ermahnen",,
3983_trost,Trost,,
3984_laufen,laufen,1519,RUN
3985_menge,Menge,2987,AMOUNT
3986_heuschrecke,Heuschrecke,810,LOCUST
3987_schnellverwegen,"schnell, verwegen",1631,FAST
3988_streitsucht,Streitsucht,,
3989_streitsuchtig,streitsüchtig,,
3990_drangen,drängen,,
3991_drangsalbedrangnis,"Drangsal, Bedrängnis",,
3992_drei,drei,492,THREE
3994_dritte,dritte,,
3995_dreiig,dreißig,1715,THIRTY
3996_zumdrittenmal,zum dritten Mal,,
3998_dreschen,dreschen,285,THRESH
3999_schwerfallen,schwerfallen,,
4000_uben,üben,,
4001_drucksto,"Druck, Stoß",,
4002_aussatz,Aussatz,3624,LEPROSY
4003_aussatzig,aussätzig,,
4004_kraft,Kraft,,
4005_du,du,1215,THOU
4006_derdu,der du,1215,THOU
4007_fahnebuschel,"Fahne, Büschel",2623,FLAG
4008_glaubenmeinengeltenerscheinendunken,"glauben, meinen, gelten, erscheinen, dünken",1890,BELIEVE
4009_mutigdunkend,"mütig, dünkend",,
4010_gewissen,Gewissen,,
4011_duldenleidengeduld,"Dulden, Leiden, Geduld",,
4012_duldenleiden,"dulden, leiden",,
4014_donnererdonar,"Donnerer, Donar",,
4015_schwellen,schwellen,1573,SWELL
4016_held,Held,,
4017_grokraft,"groß, Kraft",1202,BIG
4018_tausend,tausend,1843,THOUSAND
4019_tausendfuhreranfuhrervontausend,"Tausendführer, Anführer von Tausend",,
4020_trompete,Trompete,775,TRUMPET
4021_trompeten,trompeten,,
4022_larm,Lärm,1182,NOISE
4023_etwaswaschensichwaschen,"etwas waschen, sich waschen",3371,WASH (ONESELF)
4024_badtaufe,"Bad, Taufe",,
4025_zornstreitigkeitstreit,"Zorn, Streitigkeit, Streit",,
4026_querzornig,"quer, zornig",,
4027_sicherheit,Sicherheit,,
4028_befestigen,befestigen,,
4029_fest,fest,3003,SOLID
4030_rauchopferraucherwerk,"Rauchopfer, Räucherwerk",,
4031_oboder,"ob, oder",1014,OR
4032_ubel,Übel,,
4034_ubelboseschlecht,"übel, böse, schlecht",1292,BAD
4035_ubeltaterischubeltater,"übeltäterisch, Übeltäter",,
4036_ubelsprechenschmahen,"übel sprechen, schmähen",,
4037_ubelredendschmahsuchtig,"übelredend, schmähsüchtig",,
4038_halle,Halle,,
4041_durcheidverpflichtetdurcheidverbundenvereidet,"durch Eid verpflichtet, durch Eid verbunden, vereidet",,
4042_derseinenuberflusszeigt,der seinen Überfluss zeigt,,
4043_uber,über,1741,ABOVE
4044_obere,obere,,
4045_uberflieendmachenuberschwanglichmachenuberflieenimuberflussvorhandensein,"überfließend machen, überschwänglich machen, überfließen, im Überfluss vorhanden sein",,
4046_uberflussuberma,"Überfluss, Übermaß",,
4047_uberfulleuberfluss,"Überfülle, Überfluss",,
4048_uberfullen,überfüllen,,
4049_festgedrucktubervoll,"festgedrückt, übervoll",,
4050_etwasubertretenubergreifenuberschreiten,"etwas übertreten, übergreifen, überschreiten",,
4051_ubergieenubervollgieen,"übergießen, übervoll gießen",,
4052_oberpriestermitglieddessynhedrions,"Oberpriester, Mitglied des Synhedrions",,
4053_uberheben,überheben,,
4055_uberziehensichmitetwasuberkleidensichanziehen,"überziehen, sich mit etwas überkleiden, sich anziehen",814,DRESS UP
4056_uberhohenverblenden,"überhöhen, verblenden",,
4057_uberhorenungehorsam,"Überhören, Ungehorsam",3813,DISOBEDIENT
4058_uberhoren,überhören,,
4059_himmlisch,himmlisch,,
4060_uberzelteneinzeltuberjemandemaufschlagen,"überzelten, ein Zelt über jemandem aufschlagen",,
4061_sichuberheben,sich überheben,,
4062_daruberhinaus,darüber hinaus,,
4063_uberdecken,überdecken,,
4064_ubersetzenhinuberfahren,"übersetzen, hinüberfahren",2906,TRANSLATE
4065_vergessenheit,Vergessenheit,,
4068_uberschrift,Überschrift,,
4069_uberschreibendaruberschreiben,"überschreiben, darüber schreiben",,
4071_vergessen,vergessen,1523,FORGET
4072_daruberuberetwasubereinemubereinersache,"darüber, über etwas, über einem, über einer Sache",,
4073_besprengung,Besprengung,,
4074_uberrennenbesprengen,"überrennen, besprengen",,
4075_uberschatten,überschatten,,
4076_erstlingsfruchtanbruch,"Erstlingsfrucht, Anbruch",,
4077_daruberemporsteigen,darüber emporsteigen,,
4078_meineidiger,Meineidiger,,
4079_falschschworen,falsch schwören,,
4080_uberstreuen,überstreuen,,
4081_ubertreffen,übertreffen,,
4082_uberauswachsensichstarkvermehren,"überaus wachsen, sich stark vermehren",,
4083_uberragendseinubersteigenhervorragen,"überragend sein, übersteigen, hervorragen",,
4084_aufblasen,aufblasen,,
4085_aufblasensichaufblahen,"aufblasen, sich aufblähen",,
4086_verwerfenverachten,"verwerfen, verachten",2715,DESPISE
4087_verbrennen,verbrennen,141,BURN (SOMETHING)
4088_taufeneintauchen,"taufen, eintauchen",3697,DIP
4089_umgurten,umgürten,,
4090_nachgrabenunterwuhlenaufgraben,"nachgraben, unterwühlen, aufgraben",,
4091_aufhebenemporhalten,"aufheben, emporhalten",371,PICK UP
4092_gehorsam,Gehorsam,,
4093_gehorchensichanetwashalten,"gehorchen, sich an etwas halten",1635,OBEY
4094_auflachenmachenlachenmachenauflachen,"auflachen machen, lachen machen, auflachen",,
4095_gehorsamunterordnungunterwerfung,"Gehorsam, Unterordnung, Unterwerfung",,
4096_einenunterwerfenunter,einen unterwerfen unter,,
4098_uberfluss,Überfluss,,
4099_erkennenerfahren,"erkennen, erfahren",2870,RECOGNIZE (SOMEBODY)
4100_erkenntnis,Erkenntnis,,
4101_unterliegenverschmachtenmattwerdensterben,"unterliegen, verschmachten, matt werden, sterben",1494,DIE
4102_unterschreiben,unterschreiben,,
4103_aufreckenausstreckenhinaufziehen,"aufrecken, ausstrecken, hinaufziehen",214,STRETCH
4104_versenken,versenken,,
4105_einschleichenzuunrechteinfuhrensichzuruckziehensichfortschleichen,"einschleichen, zu Unrecht einführen, sich zurückziehen, sich fortschleichen",,
4106_aufschneidenschlachten,"aufschneiden, schlachten",1796,SLAUGHTER
4107_darunterstreuenunterbreiten,"darunterstreuen, unterbreiten",,
4108_aufgeblasenheithochmut,"Aufgeblasenheit, Hochmut",,
4109_aufschwellenaufblasen,"aufschwellen, aufblasen",,
4110_aufseufzen,aufseufzen,,
4111_oft,oft,1852,OFTEN
4112_vielleicht,vielleicht,2278,PERHAPS
4113_ausdehnenausstreckennachetwastrachten,"ausdehnen, ausstrecken, nach etwas trachten",214,STRETCH
4114_verheiratet,verheiratet,,
4115_aufschreienausrufen,"aufschreien, ausrufen",,
4116_unserbeider,unser beider,,
4117_unze,Unze,,
4118_undnunalso,"und, nun, also",1577,AND
4119_zurrechtenzeitzugelegenerzeit,"zur rechten Zeit, zu gelegener Zeit",,
4120_zeithabendunbeschaftigt,"Zeit habend, unbeschäftigt",,
4121_zeitgewohnheit,"Zeit, Gewohnheit",892,TIME
4122_gelegenpassendzeitgema,"gelegen, passend, zeitgemäß",,
4123_morgendammerung,Morgendämmerung,,
4124_kamel,Kamel,1871,CAMEL
4125_un,un,,
4126_unfurchtsamfurchtlos,"unfurchtsam, furchtlos",,
4127_furchtlosigkeit,Furchtlosigkeit,,
4128_furchtlos,furchtlos,,
4129_unheiliggottlos,"unheilig, gottlos",,
4130_ohneschande,ohne Schande,,
4132_unsichtbar,unsichtbar,,
4133_unenthullt,unenthüllt,,
4134_unbestritten,unbestritten,,
4135_unbestreitbarunwiderleglich,"unbestreitbar, unwiderleglich",,
4136_unzuganglich,unzugänglich,,
4137_nichttragend,nicht tragend,,
4138_kinderlos,kinderlos,,
4139_ungeboren,ungeboren,,
4140_ungesauertseinungesauertesbrot,"Ungesäuertsein, ungesäuertes Brot",,
4141_ungesauert,ungesäuert,,
4142_wildestierbestie,"wildes Tier, Bestie",,
4143_unaufspurbarunbegreiflichunerforscht,"unaufspürbar, unbegreiflich, unerforscht",,
4144_nichtbeschneidungvorhaut,"Nichtbeschneidung, Vorhaut",,
4145_unbeschnitten,unbeschnitten,,
4146_unbrauchbar,unbrauchbar,,
4147_biszufurumetwasent,"bis, zu, für, um etwas, ent",2754,TOWARDS
4149_dasinnereinnerstedieuntersten,"das Innere, innerste, die untersten",,
4150_allergeringstergeringster,"Allergeringster, Geringster",,
4151_niedriggering,"niedrig, gering",3348,LOW (POSITION OR HEIGHT)
4152_unter,unter,1485,BELOW OR UNDER
4153_fruhstuckmittagsmahl,"Frühstück, Mittagsmahl",1322,BREAKFAST
4154_ergreifenrequirieren,"ergreifen, requirieren",855,SEIZE
4155_unsterblichkeit,Unsterblichkeit,,
4156_unsterblich,unsterblich,,
4157_besorgengewahren,"besorgen, gewähren",,
4158_zufallenzuteilwerdenuntereinanderdisputieren,"zufallen, zuteil werden, untereinander disputieren",,
4159_unpassend,unpassend,,
4160_tadellosauerschuldohnetadel,"tadellos, außer Schuld, ohne Tadel",,
4161_untadeligtadellos,"untadelig, tadellos",,
4162_unaufspurbarunerforschlich,"unaufspürbar, unerforschlich",,
4163_geschwatzig,geschwätzig,,
4164_unvorsatzlichohnevorbedachtunbedacht,"unvorsätzlich, ohne Vorbedacht, unbedacht",,
4166_schonungslosigkeitharte,"Schonungslosigkeit, Härte",,
4167_unverstandtorheit,"Unverstand, Torheit",,
4168_unverstandig,unverständig,,
4169_tadellosunbescholten,"tadellos, unbescholten",,
4170_tadellosunbescholtenschuldlos,"tadellos, unbescholten, schuldlos",,
4171_zugellosunbeherrschtunenthaltsam,"zügellos, unbeherrscht, unenthaltsam",,
4172_unmaigkeitunenthaltsamkeit,"Unmäßigkeit, Unenthaltsamkeit",,
4173_unfugsamungehorsam,"unfügsam, ungehorsam",3813,DISOBEDIENT
4174_verwerflichnichtprobehaltig,"verwerflich, nicht probehaltig",,
4175_unglaubeungehorsam,"Unglaube, Ungehorsam",3813,DISOBEDIENT
4176_unglaubigungehorsam,"ungläubig, ungehorsam",3813,DISOBEDIENT
4177_wertlos,wertlos,,
